coment,manifest_atendimento
"Nossa colega fez um bom atendimento,resolvendo minha solicitação,continue assim com este bom atendimento.",elogio
Entendem a minha necessidade e sugeriu algo melhor,neutro
atendimento da melhor qualodade,elogio
"Gostaria de parabenizar o atendente Alexandre, muito tranquilo e disposto a solucionar o problema.",elogio
A atendente Emanuelle foi muito atenciosa.,elogio
A duvida que eu tinha foi muito bem explicado.,neutro
"AGRADEÇO O PRONTO ATENDIMENTO DO TÉCNICO ULISSES,ATT,IOLANDA.",elogio
excelente atendimento.,neutro
"Quero parabenizar o excelente profissional que me atendeu hoje, bastante prestativo, me explicou com atenção todo procedimento, me aconselhou quanto ao funcionamento dos programas na minha máquina, estou muito satisfeita com o atendimento. Obrigada",elogio
FOI UM ATENDIMENTO EXCELENTE.,elogio
Excelente atendimento,elogio
ATENDIMENTO NOTA MIL,elogio
Atendente muito prestativa e paciente. Obrigado!,elogio
Tínhamos urgência e o o atendimento foi rápido e eficiente conforme solicitado,elogio
Agradeço a agilidade na solução.,elogio
Parabéns a equipe.,elogio
Excelente atendimento,elogio
Atendente muito prestativo e ágil na configuração da minha máquina.  Explicou e detalhou o funcionamento do Arquivamento e me passou algumas orientações importantes.  Muito satisfeito com o atendimento.,elogio
Excelente atendimento do Analista.,elogio
Rápido e eficiente. Parabéns pelo atendimento.,elogio
"Prestativo e atencioso no atendimento, parabéns!!!",elogio
Grato pela atenção e cordialidade.,elogio
problema resolvido com eficiência.,elogio
Atendente muita atenciosa e rápida.,elogio
bom,elogio
Excelente,elogio
bom,elogio
Impressora ainda não está homologada.,reclamação
"Bom atendimento, prestativo e conhecedor do assunto.",elogio
"Trabalho na Transpetro, e o pc tinha acesso à internet, porém uma equipe da TI veio aqui e mexeu na máquina, deixando-0a sem acesso. mas via 881 o problema foi resolvido.",neutro
Excelente atendimento.,elogio
Ótimo atendimento,elogio
"Excelente atendimento, rápida resolução do problema.",elogio
Ótimo atendimento. Obrigado!,elogio
"Não fiquei satisfeito com o nível de atendimento. O problemas foi simples de resolver para quem conhece, mas para mim não parecia tão óbvio e o atendente usou tons de deboche durante o atendimento. ",reclamação
"Excelente atendimento do Daniel, funcionário realmente comprometido com a resolução do meu problema.",elogio
Mostrou que sabe o que está fazendo.,neutro
O ATENDIMENTO PRESTADO E COM EFICIÊNCIA ,elogio
Citrix continua não funcionando a partir do Mozila Firefox em toda a empresa.,neutro
Parabéns a operadora Ana Carolina,elogio
Excelente atendimento,elogio
Atendimento ótimo,elogio
MUITO BEM ATENDINDO PELA ATENDENTE,elogio
Atendimenro ótimo,elogio
"Atendente demonstrou atenção e boa vontade, porém não foi possível a solução do problema.",neutro
Bom atendimento,elogio
FUI BEM ATENDIDO,elogio
"Fiquei satisfeito com o atendimento do Diego, apesar da não resolução do problema não ser de sua competência.",neutro
Excelente atendimento,elogio
Continuem assim...,neutro
Fui muito bem atendido. parabéns ao atendente.,elogio
"Técnico a bordo, atendeu prontamente a solicitação ficando além do horário do seu trabalho para resolver o problema solicitado. Parabéns",elogio
Solução do problema satisfatório e rápido.,elogio
parabéns pelo atendimento,elogio
parabéns pelo atendimento,elogio
Gostei da perseverança do Atendente. Parabéns!!!!,elogio
Ótimo,elogio
Ótimo,elogio
"Atendente muito atenciosa e profissional. Considerando a complexidade do problema, o atendimento foi bastante eficaz e o problema foi resolvido no final que é o que importa. ",elogio
Excelente atendimento,elogio
Parabéns pelo Atendimento.,elogio
Excelente atendimento,elogio
FUI MUITO BEM ATENDIDO.,elogio
Não resolvido por depender de ações gerenciais,reclamação
Fui prontamente atendida e com uma excelencia em educação e compreensão.,elogio
Cortesia e eficiência.,elogio
"Excelente trabalho, que foi específico e desenvolvido conforme as dificuldades foram apresntadas. Parabens.",elogio
A câmera 1 continua com problema.,reclamação
Achei o atendimento muito demorado. Foi aberto em 07/05...,reclamação
"o apoio local se mostrou muito eficiente, capaz e disposto. Merece um reconhecimento diferenciado",elogio
"Já efetuei diversos chamados relatando problemas de lentidão de rede, notadamente quando do acesso a intranet e internet. Já localizaram problemas de hardware e trocaram a maquina, já reinstalaram o perfil, já reinstalaram os programas. Agora estpou utilizando um note book e o problema continua. Os técnicos aparecem aqui, outros ligarm e nada acontece. É uma verdadeira vergonha que numa empresa como a Petrobras tenhamos este problema e apensar de inumeras reclamações não há solução.",reclamação
Obrigado! atendimento a contento! ,elogio
"O chamado ainda não foi totalmente resolvido, mas está em andamento.",neutro
"A área de abrangência foi atualizada com agilidade, mas demorou um pouco a disponibilização do micro perfil no GPAS para mapeamento.",neutro
Demorou diversos dias para me darem um retorno. ,reclamação
"O atendente informou que deveria ser consultando um agente de relacionamento. O agente de relacionamento informou que deveria ser consultado a Transpetro TIC através de um DIP. Entendo que o meu questionamento ser atendido em um dos dois primeiros níveis, por ser uma questão técnica. Parece-me que a Transpetro TIC está voltada para a gestão de aquisição de equipamentos de informática da Transpetro.",reclamação
"Minha insatisfação é devido a demora para o atendimento, considerando a abertura do chamado",reclamação
demora de 5 dias em atender,reclamação
MUITO BOM,elogio
Cordialidade e pronto atendimento irretocáveis.,elogio
Muito bom o atendimento,elogio
Muito bom o atendimento,elogio
muito bom o atendimento,elogio
Muito bom o atendimento do empregado,elogio
Muito bom atendimento. Obrigado!,elogio
Excelente atendimento.,elogio
"Após 7 dias de espera e muitos desgastes, finalmente enviaram a minha solicitação para alguém com competência para atender.",reclamação
"Não foi culpa do operador, o arquivo estava corrompido.",neutro
Solicitação não atendida,reclamação
Excelente atendimento!,elogio
Otimo atendimento.,elogio
"Não atribui a nota máxima pois pelo histórico o computador foi recolhido no dia 21/05/2015, o problema foi identificado e resolvido no mesmo dia. Lá informava que o computador estava pronto para ser entregue ao usuário. Porém, o computador foi entregue apenas no dia 26/05/2015. Então creio que esse é um ponto que deve ser melhorado pois foi alguns dias sem meu computador e meus dados apenas porque alguém não o entregou.",neutro
Atenciosidade no atendimento,neutro
Não estou tendo acesso às sub-pastas da rede,reclamação
ATENDIMENTO RÁPIDO E EFICIENTE,elogio
"A tecnica designada para atender o chamado, se mostrou bastante cordial e conseguiu resolver todas as inconsistências.",neutro
A avaliação cinco é justiifcada devido à prontidão do facilitador e a rapidez no atendimento ,neutro
MUITO OBRIGADO ,elogio
Uma simples troca de mouse demorou uns 5 dias.,reclamação
OK. Instalado com sucesso. Obrigado,elogio
"Demora na entrega dos materiais. Solicitado em 21.05.15, porém só recebido em 26.05.15 depois de ligações serem efetuadas.",reclamação
SEM COMENTÁRIOS,neutro
EXCELENTE ATENDIMENTO,elogio
"O resultado do serviço foi bastante satisfatório, permitindo o acesso aos arquivos armazenados no drive de rede. Comentário construtivo: faltou informação quanto à previsão para finalização do chamado, apesar do empenho da equipe em solucionar o problema.",neutro
Excelente Atendimento.,elogio
Rapidamente resolvido.,elogio
"Não veio ninguém a minha estação,tentei em outro momento e deu certo ",neutro
ótimo atendimento do analista do Notes.,elogio
Fui muito bem atendida.,elogio
foi rápido o atendimento,elogio
Tempo de resolução extendeu-se pela resolução inicial não ter surtido efeito.,neutro
Atualização realizada com Sucesso!,elogio
"Apesar de meu problema não ter sido resolvido, o profissional  bastante atencioso e tentou várias formas de resolver.",neutro
"Excelente atendimento, pois resolveu o que 3 atendent5es não tinham resolvido!",elogio
Muito rápido no atendimento.,elogio
"ao desinstalar o MS PRoject o Word e Excel não funcionaram mais, tive que ficar mais 48 minutos para desinstalar e instalar novamente os programas",reclamação
Atendimento rápido e objetivo e bastante atencioso.,elogio
Esa solicitação foi aberta na sexta dia 22/5/15 e atendida remotamente ao final do expediente e com isso resolvendo as pendências dos plug ins instalados ,neutro
Serviço muito bom !!!,elogio
"O atendimento foi efetuado 72h horas depois da solicitação. Foi enfatizado que o mesmo era o unico meio de comunicação do posto de vigilancia que dar cobertura ao serviços de emergencia (COMBATE A INCENDIO, RESGATE E SOCORRO MÉDICO)E  em Santiago (POJUCA BAHIA). Retirei outro aparelho da sala da Supervisão até a chegada do Técnico na Segunda-feira.",reclamação
"Foi instalado um drive universal. A impressora funcionou, porem o scanner não funcionou. Posteriormente em outro chamado o drive oficial da impressora foi instalado e tudo funcionou a contento.",reclamação
"O serviço foi prestado a contento, porem o atendimento levou mais de uma hora.",neutro
"Os procedimentos passados foram executados, contudo o problema de conexão continuou. No dia seguinte (25/05) após retornar as versões dos programas (navegador firefox e java a suas versões mais atuais) fiz uma nova tentativa de conexão que funcionou corretamente.",reclamação
Agradecemos pelo atendimento.,elogio
a atendente orientou que a soluçao ao era possivel enviando email,neutro
Não estou conseguindo acessar o site da caixa econômica federal,neutro
Muita demora no atendimento. ,reclamação
Atenciosidade no atendimento.,elogio
Excelente atendimento.,elogio
muito bem atendido,elogio
O conserto foi realizado com rapidez e eficiência.,neutro
aguardar no relatorio para confirmar a retirada do equipamento da minha conta. Informado que foi incluido indevidamente.,neutro
Continuo sem acesso à pasta. Não fizeram nada.,reclamação
"Sim o problema salientado foi resolvido , mas de qualquer modo fui alertado que na demanda para o site da Caixa Econômica há um problema geral e que está sendo resolvido , o que pode resultar ainda em problema. Outro problema que o técnico também salientou em virtude da observação que eu fiz qto ao OFFICE 2013 , que está solicitando logo na primeira utilização do dia para qualquer aplicativo deste a ativação através de uma autenticação pela palavra chave que eu não tenho . Bom de qualquer modo mesmo encerrando esta solicitação o técnico ficou de verificar qualquer demanda em relação ao problema da ativação do OFFICE e dependendo ficou de retornar pra também dar a solução se caso assim já a soubesse como .",neutro
Muito firme em suas orientções e as mesmas estavam totalmete corretas,neutro
Não recebi o reset da senha necessito de URGENCIA ,reclamação
Solicitação de acesso não atendida apesar de receber notificação via email informando que serviço foi finalizado.,reclamação
"Esclareceu a dúvida, resolvendo o problema.",neutro
O mapeamento foi perdido ao desligar o micro sendo necessário no dia posterior realizar todo o procedimento de novo.  Grata,reclamação
Atendimento realizado com excelência.,elogio
problema voltou a acontecer,neutro
Atendente informou por telefone já estar resolvido o problema. Aguardando próximo relatório.,neutro
"FOI MUITO IMPORTANTE O ESFORÇO, EXPERIÊNCIA E DEDICAÇÃO DOS CONSULTORES PARA A RESOLUÇÃO DO PROBLEMA QUE PODERIA GERAR PREJUIZOS A PETROBRAS CASO NÃO FOSSE RESOLVIDO O PROBLEMA SISTÊMICO.",neutro
"Foi marcado de o técnico vir na ET hoje na parte da tarde (26/05/15). O computador estava com outra chave. Não sei se veio alguém aqui ontem enquanto eu não estava. o Problema persiste.  além disso, ao iniciar o sistema reporta "" O programa não pode ser iniciado, porque está faltando MSVCP120.dll no seu computador. Tente reinstala-lo para resolver este problema.""",neutro
Atendimento muito competente e cordial,elogio
Agradeço pela atenção e gentileza da atendente Thalita do apoio local.,elogio
PARABÉNS A EQUIPE PELA QUALIDADE DO SERVIÇO PRESTADO.,elogio
Ótimo atendimento,elogio
"Atendido pelo suporte Lucio Pimenta (TIC CENPES). Pronto atendimento, comprometimento e responsabilidade.",neutro
Muito bem atendida pela Equipe de Apoio Local  (REDUC).,elogio
Agradeço muito a atenção aos pedidos que são rapidamente atendidos.,elogio
poderia constar no email que a TIC envia dizendo q ja esta ok e com o Link a informacao de que e necessario esperar 4 horas antes de acessar a CONFERENCIA que ja esta ok.,neutro
O atendimento foi bem eficaz,elogio
